Tell me a bio of Manuel Suárez	['Manuel Suárez']
Tell me a bio of Bruce Johnston	['Bruce Johnston']
Tell me a bio of William Sharkey	['William Sharkey']
Tell me a bio of Vladimir Dolbonosov	['Vladimir Dolbonosov']
Tell me a bio of William Blunt	['William Blunt']
Tell me a bio of John McNair	['John McNair']
Tell me a bio of Jerome Anderson	['Jerome Anderson']
Tell me a bio of Catherine of Valois	['Catherine of Valois']
Tell me a bio of Edward Glass	['Edward Glass']
Tell me a bio of Pieter Nuyts	['Pieter Nuyts']
Tell me a bio of John Whitford	['John Whitford']
Tell me a bio of Jim Eyre	['Jim Eyre']
Tell me a bio of Theudebald	['Theudebald']
Tell me a bio of Joseph Rucker	['Joseph Rucker']
Tell me a bio of Ahmed Ramadan	['Ahmed Ramadan']
Tell me a bio of George Bisset	['George Bisset']
Tell me a bio of Jacques Rémy	['Jacques Rémy']
Tell me a bio of Thomas Catchpole	['Thomas Catchpole']
Tell me a bio of George Mathers	['George Mathers']
Tell me a bio of Peter V of Alexandria	['Peter V of Alexandria']
Tell me a bio of Edward Montgomery	['Edward Montgomery']
Tell me a bio of Colin Anderson	['Colin Anderson']
Tell me a bio of Harold Griffin	['Harold Griffin']
Tell me a bio of Lennart Pettersson	['Lennart Pettersson']
Tell me a bio of James O'Connell	['James O\'Connell']
Tell me a bio of John Sykes	['John Sykes']
Tell me a bio of Jason Martin	['Jason Martin']
Tell me a bio of Les Anderson	['Les Anderson']
Tell me a bio of Mikhail Chekhov	['Mikhail Chekhov']
Tell me a bio of Manaia	['Manaia']
Tell me a bio of Alex Brown	['Alex Brown']
Tell me a bio of Ivan Smiljanić	['Ivan Smiljanić']
Tell me a bio of Nicholas Carr	['Nicholas Carr']
Tell me a bio of Alex Norris	['Alex Norris']
Tell me a bio of Mattia Altobelli	['Mattia Altobelli']
Tell me a bio of John Fyfe	['John Fyfe']
Tell me a bio of Thomas Bonham	['Thomas Bonham']
Tell me a bio of Dede	['Dede']
Tell me a bio of Dick Hanley	['Dick Hanley']
Tell me a bio of György Majláth	['György Majláth']
Tell me a bio of Ramon Martinez	['Ramon Martinez']
Tell me a bio of Charles Hall	['Charles Hall']
Tell me a bio of Humphrey Lloyd	['Humphrey Lloyd']
Tell me a bio of George Whitaker	['George Whitaker']
Tell me a bio of Michael Hurley	['Michael Hurley']
Tell me a bio of Paul Bryant	['Paul Bryant']
Tell me a bio of Jeff Ford	['Jeff Ford']
Tell me a bio of John Hemming	['John Hemming']
Tell me a bio of Charles Cotton	['Charles Cotton']
Tell me a bio of Sanjay Chauhan	['Sanjay Chauhan']
Tell me a bio of Albert II	['Albert II']
Tell me a bio of Andrew Barrett	['Andrew Barrett']
Tell me a bio of Pat Murray	['Pat Murray']
Tell me a bio of Bryce Williams	['Bryce Williams']
Tell me a bio of Thomas Bermingham	['Thomas Bermingham']
Tell me a bio of Leandro Martínez	['Leandro Martínez']
Tell me a bio of Henry Waite	['Henry Waite']
Tell me a bio of Juan Antonio González	['Juan Antonio González']
Tell me a bio of Akhtar Hussain	['Akhtar Hussain']
Tell me a bio of Jonathan Green	['Jonathan Green']
Tell me a bio of Harry Nelson	['Harry Nelson']
Tell me a bio of David Alan Smith	['David Alan Smith']
Tell me a bio of John Voight	['John Voight']
Tell me a bio of Álvaro Ortiz	['Álvaro Ortiz']
Tell me a bio of Chad Brown	['Chad Brown']
Tell me a bio of Yelena Kuzmina	['Yelena Kuzmina']
Tell me a bio of Andrew Sims	['Andrew Sims']
Tell me a bio of Richard Gray	['Richard Gray']
Tell me a bio of William Pickett	['William Pickett']
Tell me a bio of Joseph Bates	['Joseph Bates']
Tell me a bio of Enrique Herrera	['Enrique Herrera']
Tell me a bio of Albert Schmidt	['Albert Schmidt']
Tell me a bio of Harry Osborne	['Harry Osborne']
Tell me a bio of Richard Milton	['Richard Milton']
Tell me a bio of Michael Armstrong	['Michael Armstrong']
Tell me a bio of Daniel Mikołajewski	['Daniel Mikołajewski']
Tell me a bio of Elizabeth Webb	['Elizabeth Webb']
Tell me a bio of David Finch	['David Finch']
Tell me a bio of Pedro Flores	['Pedro Flores']
Tell me a bio of Michael Moriarty	['Michael Moriarty']
Tell me a bio of Paulo Rocha	['Paulo Rocha']
Tell me a bio of William Wallis	['William Wallis']
Tell me a bio of Tom Scott	['Tom Scott']
Tell me a bio of Jean Jérôme	['Jean Jérôme']
Tell me a bio of Adrian Moss	['Adrian Moss']
Tell me a bio of Gim Byeongju	['Gim Byeongju']
Tell me a bio of Mihailo Ivanović	['Mihailo Ivanović']
Tell me a bio of Ahmed Gamal	['Ahmed Gamal']
Tell me a bio of John Louis	['John Louis']
Tell me a bio of Jonathan Hernandez	['Jonathan Hernandez']
Tell me a bio of James Erskine	['James Erskine']
Tell me a bio of Richard Bruce	['Richard Bruce']
Tell me a bio of Joel Rogers	['Joel Rogers']
Tell me a bio of Martin Andersson	['Martin Andersson']
Tell me a bio of Amanda Davis	['Amanda Davis']
Tell me a bio of Anthony Griffin	['Anthony Griffin']
Tell me a bio of Hugh Calverley	['Hugh Calverley']
Tell me a bio of Thomas Higson	['Thomas Higson']
Tell me a bio of Deane Keller	['Deane Keller']
Tell me a bio of Kikas	['Kikas']
Tell me a bio of Vitali Glushchenko	['Vitali Glushchenko']
Tell me a bio of George Duckworth	['George Duckworth']
Tell me a bio of Thomas Seymour	['Thomas Seymour']
Tell me a bio of John Garrard	['John Garrard']
Tell me a bio of Michael Kearns	['Michael Kearns']
Tell me a bio of Charles Wolf	['Charles Wolf']
Tell me a bio of Izzet Mehmed	['Izzet Mehmed']
Tell me a bio of Kendry	['Kendry']
Tell me a bio of Gareth Edwards	['Gareth Edwards']
Tell me a bio of Glenn Brown	['Glenn Brown']
Tell me a bio of Jonathan Worth	['Jonathan Worth']
Tell me a bio of William Torres	['William Torres']
Tell me a bio of Henry Purdy	['Henry Purdy']
Tell me a bio of Keegan Pereira	['Keegan Pereira']
Tell me a bio of Philip Barbour	['Philip Barbour']
Tell me a bio of James Stack	['James Stack']
Tell me a bio of Ian Cole	['Ian Cole']
Tell me a bio of Ceolwulf	['Ceolwulf']
Tell me a bio of Jan van Kessel	['Jan van Kessel']
Tell me a bio of William Watts	['William Watts']
Tell me a bio of Joseph Manley	['Joseph Manley']
Tell me a bio of Antonio Ramos	['Antonio Ramos']
Tell me a bio of 강봉균	['강봉균']
Tell me a bio of Mark Shaw	['Mark Shaw']
Tell me a bio of John Hennigan	['John Hennigan']
Tell me a bio of Peder Pedersen	['Peder Pedersen']
Tell me a bio of Nelson Ramos	['Nelson Ramos']
Tell me a bio of Jack Jennings	['Jack Jennings']
Tell me a bio of James Hendrix	['James Hendrix']
Tell me a bio of Catherine of Cilli	['Catherine of Cilli']
Tell me a bio of Lee In	['Lee In']
Tell me a bio of Nikolai Nekrasov	['Nikolai Nekrasov']
Tell me a bio of Michael Paul	['Michael Paul']
Tell me a bio of Henry Fenwick	['Henry Fenwick']
Tell me a bio of Cornelius Holland	['Cornelius Holland']
Tell me a bio of Joao Rojas	['Joao Rojas']
Tell me a bio of Aline	['Aline']
Tell me a bio of Akira Endo	['Akira Endo']
Tell me a bio of William Havelock	['William Havelock']
Tell me a bio of Robert Johns	['Robert Johns']
Tell me a bio of Marta González	['Marta González']
Tell me a bio of Steven Hayes	['Steven Hayes']
Tell me a bio of Charles Landis	['Charles Landis']
Tell me a bio of Francis Drake	['Francis Drake']
Tell me a bio of John Cotter	['John Cotter']
Tell me a bio of Matt Ford	['Matt Ford']
Tell me a bio of Mark Newman	['Mark Newman']
Tell me a bio of Federico Guerra	['Federico Guerra']
Tell me a bio of John Dower	['John Dower']
Tell me a bio of David Hansen	['David Hansen']
Tell me a bio of Muhammad Riaz	['Muhammad Riaz']
Tell me a bio of Ted Greene	['Ted Greene']
Tell me a bio of Juan Sandoval	['Juan Sandoval']
Tell me a bio of Robert Livingston	['Robert Livingston']
Tell me a bio of Tom McEllistrim	['Tom McEllistrim']
Tell me a bio of Glyn Parry	['Glyn Parry']
Tell me a bio of Daviess	['Daviess']
Tell me a bio of Ann Goldstein	['Ann Goldstein']
Tell me a bio of Dan Petrescu	['Dan Petrescu']
Tell me a bio of Charles Campion	['Charles Campion']
Tell me a bio of John Stewart	['John Stewart']
Tell me a bio of August von Finck	['August von Finck']
Tell me a bio of Iván Silva	['Iván Silva']
Tell me a bio of Charles Osgood	['Charles Osgood']
Tell me a bio of Caroline Lejeune	['Caroline Lejeune']
Tell me a bio of Edmund Collins	['Edmund Collins']
Tell me a bio of John Cooney	['John Cooney']
Tell me a bio of Neville Cayley	['Neville Cayley']
Tell me a bio of Nicholas Turner	['Nicholas Turner']
Tell me a bio of Andrea Garnett	['Andrea Garnett']
Tell me a bio of Bruce Berry	['Bruce Berry']
Tell me a bio of James Hildreth	['James Hildreth']
Tell me a bio of Quincy Butler	['Quincy Butler']
Tell me a bio of André Lima	['André Lima']
Tell me a bio of Camille Dreyfus	['Camille Dreyfus']
Tell me a bio of Brandon Johnson	['Brandon Johnson']
Tell me a bio of John Godfrey	['John Godfrey']
Tell me a bio of Todd Howard	['Todd Howard']
Tell me a bio of Leon Ellis	['Leon Ellis']
Tell me a bio of Francesco Parisi	['Francesco Parisi']
Tell me a bio of John Bowler	['John Bowler']
Tell me a bio of Ionuț Rada	['Ionuț Rada']
Tell me a bio of Pope Cyril of Alexandria	['Pope Cyril of Alexandria']
Tell me a bio of Michael Hanna	['Michael Hanna']
Tell me a bio of Jon Jones	['Jon Jones']
Tell me a bio of George Rendel	['George Rendel']
Tell me a bio of Greg Bird	['Greg Bird']
Tell me a bio of Peter Beer	['Peter Beer']
Tell me a bio of Francis Bedford	['Francis Bedford']
Tell me a bio of Kevin Lloyd	['Kevin Lloyd']
Tell me a bio of Wang Zhongyu	['Wang Zhongyu']
Tell me a bio of Krishna Prasad	['Krishna Prasad']
Tell me a bio of William Byron	['William Byron']
Tell me a bio of Marko Kovač	['Marko Kovač']
Tell me a bio of Kevin Cleary	['Kevin Cleary']
Tell me a bio of Gregg Hale	['Gregg Hale']
Tell me a bio of Kevin McCoy	['Kevin McCoy']
Tell me a bio of William Weare	['William Weare']
Tell me a bio of Thomas Walsingham	['Thomas Walsingham']
Tell me a bio of Roger Owen	['Roger Owen']
Tell me a bio of Gilbert King	['Gilbert King']
Tell me a bio of William Carmichael	['William Carmichael']
Tell me a bio of Marie Pavlovna	['Marie Pavlovna']
Tell me a bio of Thomas Wheate	['Thomas Wheate']
Tell me a bio of Richard Bailey	['Richard Bailey']
Tell me a bio of Raúl Hernández	['Raúl Hernández']
Tell me a bio of Julie Johnston	['Julie Johnston']
Tell me a bio of Sally Gross	['Sally Gross']
Tell me a bio of Edmund Jones	['Edmund Jones']
Tell me a bio of Landsborough	['Landsborough']
Tell me a bio of Mitch Clark	['Mitch Clark']
Tell me a bio of Charles Brook	['Charles Brook']
Tell me a bio of John McWhirter	['John McWhirter']
Tell me a bio of Dennis Montgomery	['Dennis Montgomery']
Tell me a bio of David Cronin	['David Cronin']
Tell me a bio of Philip Pearson	['Philip Pearson']
Tell me a bio of O Yeong-su	['O Yeong-su']
Tell me a bio of Robert Rutherford	['Robert Rutherford']
Tell me a bio of Francis Aungier	['Francis Aungier']
Tell me a bio of Andre Botha	['Andre Botha']
Tell me a bio of Richard Sprigg	['Richard Sprigg']
Tell me a bio of Elizabeth Fox	['Elizabeth Fox']
Tell me a bio of Koji Sato	['Koji Sato']
Tell me a bio of Stanley Carter	['Stanley Carter']
Tell me a bio of Yan Yuan	['Yan Yuan']
Tell me a bio of Richard Aldrich	['Richard Aldrich']
Tell me a bio of Willie Jackson	['Willie Jackson']
Tell me a bio of Metropolitan Hilarion	['Metropolitan Hilarion']
Tell me a bio of Tony Dixon	['Tony Dixon']
Tell me a bio of A. E. Kahn	['A. E. Kahn']
Tell me a bio of Rick Strom	['Rick Strom']
Tell me a bio of Pat Price	['Pat Price']
Tell me a bio of Jack Hooper	['Jack Hooper']
Tell me a bio of Eric Alexander	['Eric Alexander']
Tell me a bio of Nguyễn Hoàng Hải	['Nguyễn Hoàng Hải']
Tell me a bio of Christopher Hinton	['Christopher Hinton']
Tell me a bio of Lawrence Smith	['Lawrence Smith']
Tell me a bio of Timothy White	['Timothy White']
Tell me a bio of William Lowery	['William Lowery']
Tell me a bio of Aleksandr Tkachyov	['Aleksandr Tkachyov']
Tell me a bio of Steven Hilton	['Steven Hilton']
Tell me a bio of Joe McGhie	['Joe McGhie']
Tell me a bio of Adam Ross	['Adam Ross']
Tell me a bio of John Ewing	['John Ewing']
Tell me a bio of Maria Constantinescu	['Maria Constantinescu']
Tell me a bio of Amir Muhammad	['Amir Muhammad']
Tell me a bio of Mohamed Juma	['Mohamed Juma']
Tell me a bio of Daniel James	['Daniel James']
Tell me a bio of Sam Hoare	['Sam Hoare']
Tell me a bio of Mary Buchanan	['Mary Buchanan']
Tell me a bio of Jeff Clarke	['Jeff Clarke']
Tell me a bio of David Starkey	['David Starkey']
Tell me a bio of Simon III	['Simon III']
Tell me a bio of David O'Brien	['David O\'Brien']
Tell me a bio of Johann II	['Johann II']
Tell me a bio of Erik Derycke	['Erik Derycke']
Tell me a bio of Daniel Newton	['Daniel Newton']
Tell me a bio of Benjamin Franklin Stringfellow	['Benjamin Franklin Stringfellow']
Tell me a bio of Fernando Miranda	['Fernando Miranda']
Tell me a bio of Kenneth Holland	['Kenneth Holland']
Tell me a bio of Lawrence Johnston	['Lawrence Johnston']
Tell me a bio of Francis Joseph	['Francis Joseph']
Tell me a bio of Francis Cadell	['Francis Cadell']
Tell me a bio of Henry Rowland	['Henry Rowland']
Tell me a bio of Jiří Jeslínek	['Jiří Jeslínek']
Tell me a bio of Yan Peng	['Yan Peng']
Tell me a bio of James O'Shea	['James O\'Shea']
Tell me a bio of Benjamin Harris	['Benjamin Harris']
Tell me a bio of Diana Ospina	['Diana Ospina']
Tell me a bio of Helen Thomas	['Helen Thomas']
Tell me a bio of Dan Berger	['Dan Berger']
Tell me a bio of Philip of Sweden	['Philip of Sweden']
Tell me a bio of John Dickson	['John Dickson']
Tell me a bio of Derrick Lee	['Derrick Lee']
Tell me a bio of David Lamb	['David Lamb']
Tell me a bio of Pamela Gordon	['Pamela Gordon']
Tell me a bio of Michael Sheldon	['Michael Sheldon']
Tell me a bio of Leslie Young	['Leslie Young']
Tell me a bio of Josh Todd	['Josh Todd']
Tell me a bio of Guillermo Martín	['Guillermo Martín']
Tell me a bio of Kevin Godfrey	['Kevin Godfrey']
Tell me a bio of Peter Hanlon	['Peter Hanlon']
Tell me a bio of Patriarch Seraphim of Constantinople	['Patriarch Seraphim of Constantinople']
Tell me a bio of Stanley Harris	['Stanley Harris']
Tell me a bio of Christopher Codrington	['Christopher Codrington']
Tell me a bio of Michael Klauß	['Michael Klauß']
Tell me a bio of Félix González	['Félix González']
Tell me a bio of Michael Ellis	['Michael Ellis']
Tell me a bio of Thomas Cookes	['Thomas Cookes']
Tell me a bio of Erik Nordström	['Erik Nordström']
Tell me a bio of Jean-Claude Paye	['Jean-Claude Paye']
Tell me a bio of Nelson Cabrera	['Nelson Cabrera']
Tell me a bio of José Acosta	['José Acosta']
Tell me a bio of Harry Turner	['Harry Turner']
Tell me a bio of Michael Locke	['Michael Locke']
Tell me a bio of Michael Cudahy	['Michael Cudahy']
Tell me a bio of Frederic Thesiger	['Frederic Thesiger']
Tell me a bio of Billy Lunn	['Billy Lunn']
Tell me a bio of K. Venu	['K. Venu']
Tell me a bio of Jeffrey Cook	['Jeffrey Cook']
Tell me a bio of David Heyman	['David Heyman']
Tell me a bio of Simon Baker	['Simon Baker']
Tell me a bio of William Dennison	['William Dennison']
Tell me a bio of John McMillan	['John McMillan']
Tell me a bio of Michael Rice	['Michael Rice']
Tell me a bio of Henry Ryder	['Henry Ryder']
Tell me a bio of Julia Simon	['Julia Simon']
Tell me a bio of Robert Berkeley	['Robert Berkeley']
Tell me a bio of Thomas Townsend	['Thomas Townsend']
Tell me a bio of Albert Saunders	['Albert Saunders']
Tell me a bio of Michael Augustine	['Michael Augustine']
Tell me a bio of Dorte Rasmussen	['Dorte Rasmussen']
Tell me a bio of Ram Yadav	['Ram Yadav']
Tell me a bio of Carl Fischer	['Carl Fischer']
Tell me a bio of Richard Boyer	['Richard Boyer']
Tell me a bio of Juan Reyes	['Juan Reyes']
Tell me a bio of Penny Blake	['Penny Blake']
Tell me a bio of Aulus Plautius	['Aulus Plautius']
Tell me a bio of John Lawson	['John Lawson']
Tell me a bio of Alexander Vvedensky	['Alexander Vvedensky']
Tell me a bio of James Marsland	['James Marsland']
Tell me a bio of Miguel Robles	['Miguel Robles']
Tell me a bio of Chris Petersen	['Chris Petersen']
Tell me a bio of Sydney Smith	['Sydney Smith']
Tell me a bio of John Westbrook	['John Westbrook']
Tell me a bio of João Leite	['João Leite']
Tell me a bio of Alfred Skinner	['Alfred Skinner']
Tell me a bio of Tim Timmons	['Tim Timmons']
Tell me a bio of David Isaacs	['David Isaacs']
Tell me a bio of Pat Doherty	['Pat Doherty']
Tell me a bio of William Herschel	['William Herschel']
Tell me a bio of Javier Cárdenas	['Javier Cárdenas']
Tell me a bio of Joanne Carson	['Joanne Carson']
Tell me a bio of George Orr	['George Orr']
Tell me a bio of Henry Kaiser	['Henry Kaiser']
Tell me a bio of David Court	['David Court']
Tell me a bio of Kevin Fagan	['Kevin Fagan']
Tell me a bio of Richard Ingworth	['Richard Ingworth']
Tell me a bio of Rebecca Goss	['Rebecca Goss']
Tell me a bio of Hugh Clifford	['Hugh Clifford']
Tell me a bio of Jonathan Flint	['Jonathan Flint']
Tell me a bio of Charles McCoy	['Charles McCoy']
Tell me a bio of Paul Nash	['Paul Nash']
Tell me a bio of Ian Davidson	['Ian Davidson']
Tell me a bio of Cameron Mackenzie	['Cameron Mackenzie']
Tell me a bio of Neil Perry	['Neil Perry']
Tell me a bio of Robert Cleary	['Robert Cleary']
Tell me a bio of Maria Magdalena	['Maria Magdalena']
Tell me a bio of Edward May	['Edward May']
Tell me a bio of Glen Jackson	['Glen Jackson']
Tell me a bio of Doug Christie	['Doug Christie']
Tell me a bio of Anthony Collins	['Anthony Collins']
Tell me a bio of Ellen Wilson	['Ellen Wilson']
Tell me a bio of Bernie Kelly	['Bernie Kelly']
Tell me a bio of James Tandy	['James Tandy']
Tell me a bio of William Finley	['William Finley']
Tell me a bio of Paul Groves	['Paul Groves']
Tell me a bio of Surinder Singh	['Surinder Singh']
Tell me a bio of Rebecca Garcia	['Rebecca Garcia']
Tell me a bio of Paul Bradley	['Paul Bradley']
Tell me a bio of Martin Hoffmann	['Martin Hoffmann']
Tell me a bio of Rachel Cooper	['Rachel Cooper']
Tell me a bio of Joseph Holmes	['Joseph Holmes']
Tell me a bio of Walter Freitag	['Walter Freitag']
Tell me a bio of Józef Kossakowski	['Józef Kossakowski']
Tell me a bio of David Little	['David Little']
Tell me a bio of John Symonds	['John Symonds']
Tell me a bio of Mahmoud Kojok	['Mahmoud Kojok']
Tell me a bio of John Wilder	['John Wilder']
Tell me a bio of William Phillips	['William Phillips']
Tell me a bio of George Chase	['George Chase']
Tell me a bio of Richard Watts	['Richard Watts']
Tell me a bio of Osamu Suzuki	['Osamu Suzuki']
Tell me a bio of John Magee	['John Magee']
Tell me a bio of Henry Levin	['Henry Levin']
Tell me a bio of Max Cooper	['Max Cooper']
Tell me a bio of Daniel Haynes	['Daniel Haynes']
Tell me a bio of Albert III	['Albert III']
Tell me a bio of Nicholas Hyde	['Nicholas Hyde']
Tell me a bio of Arthur Acheson	['Arthur Acheson']
Tell me a bio of Anthony Morgan	['Anthony Morgan']
Tell me a bio of Walter Webb	['Walter Webb']
Tell me a bio of Clifton Brown	['Clifton Brown']
Tell me a bio of Ted Cox	['Ted Cox']
Tell me a bio of Alfred Ames	['Alfred Ames']
Tell me a bio of Kate Gordon	['Kate Gordon']
Tell me a bio of Myint Myint Aye	['Myint Myint Aye']
Tell me a bio of Tim Payne	['Tim Payne']
Tell me a bio of Henry Coleridge	['Henry Coleridge']
Tell me a bio of Hugh Butler	['Hugh Butler']
Tell me a bio of Mohamed Fofana	['Mohamed Fofana']
Tell me a bio of Frederick of Hesse	['Frederick of Hesse']
Tell me a bio of George Mann	['George Mann']
Tell me a bio of Joan Boyle	['Joan Boyle']
Tell me a bio of John of Brunswick-Lüneburg	['John of Brunswick-Lüneburg']
Tell me a bio of Kevin Rogers	['Kevin Rogers']
Tell me a bio of James Mylne	['James Mylne']
Tell me a bio of Bill Potts	['Bill Potts']
Tell me a bio of Harold Robinson	['Harold Robinson']
Tell me a bio of George Harker	['George Harker']
Tell me a bio of Andrew MacDonald	['Andrew MacDonald']
Tell me a bio of William Bolton	['William Bolton']
Tell me a bio of Bill Harris	['Bill Harris']
Tell me a bio of Sancho of Aragon	['Sancho of Aragon']
Tell me a bio of Charles Templeton	['Charles Templeton']
Tell me a bio of Gaius Marcius Censorinus	['Gaius Marcius Censorinus']
Tell me a bio of Hazel Hall	['Hazel Hall']
Tell me a bio of Thomas Barnes	['Thomas Barnes']
Tell me a bio of Ann Jansson	['Ann Jansson']
Tell me a bio of A. J. Thomas	['A. J. Thomas']
Tell me a bio of Edward Donaghy	['Edward Donaghy']
Tell me a bio of Roald Amundsen	['Roald Amundsen']
Tell me a bio of Alan Gold	['Alan Gold']
Tell me a bio of John Loeb	['John Loeb']
Tell me a bio of Fred Newman	['Fred Newman']
Tell me a bio of Sven Koenig	['Sven Koenig']
Tell me a bio of Henry Youngman	['Henry Youngman']
Tell me a bio of Victor Cruz	['Victor Cruz']
Tell me a bio of Rob Oakley	['Rob Oakley']
Tell me a bio of Joseph Hughes	['Joseph Hughes']
Tell me a bio of David Pope	['David Pope']
Tell me a bio of Anthony Cole	['Anthony Cole']
Tell me a bio of Scott Fischer	['Scott Fischer']
Tell me a bio of Edward Brennan	['Edward Brennan']
Tell me a bio of John Brabazon	['John Brabazon']
Tell me a bio of Miguel Aguilar	['Miguel Aguilar']
Tell me a bio of Ilya Kazakov	['Ilya Kazakov']
Tell me a bio of Ralph Campbell	['Ralph Campbell']
Tell me a bio of Ken Harris	['Ken Harris']
Tell me a bio of Toby Jones	['Toby Jones']
Tell me a bio of Maksim Pichugin	['Maksim Pichugin']
Tell me a bio of Alfred Lawson	['Alfred Lawson']
Tell me a bio of Larry Miller	['Larry Miller']
Tell me a bio of Mary Gray	['Mary Gray']
Tell me a bio of Jose Bonilla	['Jose Bonilla']
Tell me a bio of Mike Landers	['Mike Landers']
Tell me a bio of Martin Day	['Martin Day']
Tell me a bio of Joseph F. Smith	['Joseph F. Smith']
Tell me a bio of Thomas Knapp	['Thomas Knapp']
Tell me a bio of Stephen Whitfield	['Stephen Whitfield']
Tell me a bio of Terrence King	['Terrence King']
Tell me a bio of David Gore	['David Gore']
Tell me a bio of Jerry Hubbard	['Jerry Hubbard']
Tell me a bio of Jack Perry	['Jack Perry']
Tell me a bio of Karen Lewis	['Karen Lewis']
Tell me a bio of Kobun	['Kobun']
Tell me a bio of Elizabeth Payne	['Elizabeth Payne']
Tell me a bio of Homer Ferguson	['Homer Ferguson']
Tell me a bio of Nicolás Ramírez	['Nicolás Ramírez']
Tell me a bio of Thomas Page	['Thomas Page']
Tell me a bio of John Lees	['John Lees']
Tell me a bio of Jack Strong	['Jack Strong']
Tell me a bio of Louise Kellogg	['Louise Kellogg']
Tell me a bio of Sheila Jackson	['Sheila Jackson']
Tell me a bio of Henry Strong	['Henry Strong']
Tell me a bio of Bruno Santos	['Bruno Santos']
Tell me a bio of Alan Burns	['Alan Burns']
Tell me a bio of Kimberly Pate	['Kimberly Pate']
Tell me a bio of Frank Hartley	['Frank Hartley']
Tell me a bio of Allen Lewis	['Allen Lewis']
Tell me a bio of Polydamas	['Polydamas']
Tell me a bio of Mark Fuller	['Mark Fuller']
Tell me a bio of Daniel Cole	['Daniel Cole']
Tell me a bio of Johnny Hooper	['Johnny Hooper']
Tell me a bio of Margaret of Burgundy	['Margaret of Burgundy']
Tell me a bio of Álvaro Peña	['Álvaro Peña']
Tell me a bio of Harold Adams	['Harold Adams']
Tell me a bio of William Beer	['William Beer']
Tell me a bio of Drusus	['Drusus']
Tell me a bio of Eric Jensen	['Eric Jensen']
Tell me a bio of Nina Morgan	['Nina Morgan']
Tell me a bio of Alfred Drury	['Alfred Drury']
Tell me a bio of Irina Fedotova	['Irina Fedotova']
Tell me a bio of Jānis Liepiņš	['Jānis Liepiņš']
Tell me a bio of John Gunter	['John Gunter']
Tell me a bio of Ivan Prpić	['Ivan Prpić']
Tell me a bio of Ken McIntyre	['Ken McIntyre']
Tell me a bio of David Howard	['David Howard']
Tell me a bio of Robert Whipple	['Robert Whipple']
Tell me a bio of John Walton	['John Walton']
Tell me a bio of Daniel Reyes	['Daniel Reyes']
Tell me a bio of Samuel Crowther	['Samuel Crowther']
Tell me a bio of Jack Maguire	['Jack Maguire']
Tell me a bio of Gyula Németh	['Gyula Németh']
Tell me a bio of James Lomas	['James Lomas']
Tell me a bio of Hariharan	['Hariharan']
Tell me a bio of Chen Shizhong	['Chen Shizhong']
Tell me a bio of Sergio Munoz	['Sergio Munoz']
Tell me a bio of Paul Friedrich	['Paul Friedrich']
Tell me a bio of Do	['Do']
Tell me a bio of Tanveer Ahmed	['Tanveer Ahmed']
Tell me a bio of William Briscoe	['William Briscoe']
Tell me a bio of Abdul Waheed Khan	['Abdul Waheed Khan']
Tell me a bio of Bill Hunter	['Bill Hunter']
Tell me a bio of Mark Wagner	['Mark Wagner']
Tell me a bio of Kurt Schneider	['Kurt Schneider']
Tell me a bio of Sassá	['Sassá']